Code,상장된 시장,한글명
A077280,KOSDAQ,한컴지엠디
A077360,KOSDAQ,덕산하이메탈
A078020,KOSDAQ,이베스트투자증권
A078070,KOSDAQ,유비쿼스홀딩스
A078130,KOSDAQ,국일제지
A078140,KOSDAQ,대봉엘에스
A078150,KOSDAQ,HB테크놀러지
A078160,KOSDAQ,메디포스트
A078340,KOSDAQ,컴투스
A078350,KOSDAQ,한양디지텍
A078590,KOSDAQ,두올산업
A078600,KOSDAQ,대주전자재료
A078650,KOSDAQ,코렌
A078860,KOSDAQ,아이오케이
A078890,KOSDAQ,가온미디어
A078940,KOSDAQ,일경산업개발
A079000,KOSDAQ,와토스코리아
A079170,KOSDAQ,한창산업
A079190,KOSDAQ,EMW
A079370,KOSDAQ,제우스
A079650,KOSDAQ,서산
A079810,KOSDAQ,디이엔티
A079940,KOSDAQ,가비아
A079950,KOSDAQ,인베니아
A079960,KOSDAQ,동양이엔피
A079970,KOSDAQ,투비소프트
A080000,KOSDAQ,에스엔유
A080010,KOSDAQ,이상네트웍스
A080160,KOSDAQ,모두투어
A080220,KOSDAQ,제주반도체
A080420,KOSDAQ,모다이노칩
A080440,KOSDAQ,에스제이케이
A080470,KOSDAQ,성창오토텍
A080520,KOSDAQ,오디텍
A080530,KOSDAQ,코디
A080580,KOSDAQ,오킨스전자
A080720,KOSDAQ,한국유니온제약
A081150,KOSDAQ,티플랙스
A081580,KOSDAQ,성우전자
A082210,KOSDAQ,옵트론텍
A082270,KOSDAQ,젬백스
A082660,KOSDAQ,삼우엠스
A082800,KOSDAQ,루미마이크로
A082850,KOSDAQ,우리이티아이
A082920,KOSDAQ,비츠로셀
A083310,KOSDAQ,엘오티베큠
A083450,KOSDAQ,GST
A083470,KOSDAQ,KJ프리텍
A083500,KOSDAQ,에프엔에스테크
A083550,KOSDAQ,케이엠
A083640,KOSDAQ,인콘
A083650,KOSDAQ,비에이치아이
A083660,KOSDAQ,CSA 코스믹
A083790,KOSDAQ,크리스탈
A083930,KOSDAQ,아바코
A084110,KOSDAQ,휴온스글로벌
A084180,KOSDAQ,수성
A084370,KOSDAQ,유진테크
A084650,KOSDAQ,랩지노믹스
A084730,KOSDAQ,팅크웨어
A084990,KOSDAQ,바이로메드
A085370,KOSDAQ,루트로닉
A085660,KOSDAQ,차바이오텍
A085670,KOSDAQ,뉴프렉스
A085810,KOSDAQ,알티캐스트
A085910,KOSDAQ,네오티스
A086040,KOSDAQ,바이오톡스텍
A086060,KOSDAQ,진바이오텍
A086250,KOSDAQ,화신테크
A086390,KOSDAQ,유니테스트
A086450,KOSDAQ,동국제약
A086520,KOSDAQ,에코프로
A086670,KOSDAQ,비엠티
A086820,KOSDAQ,바이오솔루션
A086890,KOSDAQ,이수앱지스
A086900,KOSDAQ,메디톡스
A086960,KOSDAQ,한컴MDS
A086980,KOSDAQ,쇼박스
A087010,KOSDAQ,펩트론
A087260,KOSDAQ,모바일어플라이언스
A087600,KOSDAQ,픽셀플러스
A087730,KOSDAQ,네패스신소재
A088130,KOSDAQ,동아엘텍
A088290,KOSDAQ,이원컴포텍
A088390,KOSDAQ,이녹스
A088800,KOSDAQ,에이스테크
A088910,KOSDAQ,동우팜투테이블
A089010,KOSDAQ,켐트로닉스
A089030,KOSDAQ,테크윙
A089140,KOSDAQ,넥스턴
A089150,KOSDAQ,케이씨티
A089230,KOSDAQ,THE E&M
A089530,KOSDAQ,에이티세미콘
A089600,KOSDAQ,나스미디어
A089790,KOSDAQ,제이티
A089850,KOSDAQ,유비벨록스
A089890,KOSDAQ,코세스
A089970,KOSDAQ,에이피티씨
A089980,KOSDAQ,상아프론테크
A090150,KOSDAQ,광진윈텍
A090360,KOSDAQ,로보스타
A090410,KOSDAQ,덕신하우징
A090460,KOSDAQ,비에이치
A090470,KOSDAQ,제이스텍
A090710,KOSDAQ,디에스티로봇
A090740,KOSDAQ,연이정보통신
A090850,KOSDAQ,이지웰페어
A091120,KOSDAQ,이엠텍
A091340,KOSDAQ,S&K폴리텍
A091440,KOSDAQ,텔레필드
A091580,KOSDAQ,상신이디피
A091590,KOSDAQ,남화토건
A091700,KOSDAQ,파트론
A091970,KOSDAQ,나노캠텍
A091990,KOSDAQ,셀트리온헬스케어
A092040,KOSDAQ,아미코젠
A092070,KOSDAQ,디엔에프
A092130,KOSDAQ,이크레더블
A092300,KOSDAQ,현우산업
A092460,KOSDAQ,한라IMS
A092600,KOSDAQ,넥스트칩
A092730,KOSDAQ,네오팜
A092870,KOSDAQ,엑시콘
A093190,KOSDAQ,빅솔론
A093320,KOSDAQ,케이아이엔엑스
A093380,KOSDAQ,풍강
A093520,KOSDAQ,매커스
A093640,KOSDAQ,다믈멀티미디어
A093920,KOSDAQ,서원인텍
A094170,KOSDAQ,동운아나텍
A094190,KOSDAQ,이엘케이
A094360,KOSDAQ,칩스앤미디어
A094480,KOSDAQ,갤럭시아컴즈
A094820,KOSDAQ,일진파워
A094840,KOSDAQ,슈프리마에이치큐
A094850,KOSDAQ,참좋은여행
A094860,KOSDAQ,코닉글로리
A094940,KOSDAQ,푸른기술
A094970,KOSDAQ,제이엠티
A095190,KOSDAQ,이엠코리아
A095270,KOSDAQ,웨이브일렉트로
A095340,KOSDAQ,ISC
A095500,KOSDAQ,미래나노텍
A095610,KOSDAQ,테스
A095660,KOSDAQ,네오위즈
A095700,KOSDAQ,제넥신
A095910,KOSDAQ,에스에너지
A096040,KOSDAQ,이트론
A096240,KOSDAQ,청담러닝
A096350,KOSDAQ,대창솔루션
A096530,KOSDAQ,씨젠
A096610,KOSDAQ,알에프세미
A096630,KOSDAQ,에스코넥
A096640,KOSDAQ,멜파스
A096690,KOSDAQ,제이스테판
A096870,KOSDAQ,엘디티
A097520,KOSDAQ,엠씨넥스
A097780,KOSDAQ,에스맥
A097800,KOSDAQ,윈팩
A097870,KOSDAQ,효성오앤비
A098120,KOSDAQ,마이크로컨텍솔
A098460,KOSDAQ,고영
A098660,KOSDAQ,에스티오
A099190,KOSDAQ,아이센스
A099220,KOSDAQ,SDN
A099320,KOSDAQ,쎄트렉아이
A099410,KOSDAQ,동방선기
A099440,KOSDAQ,스맥
A099520,KOSDAQ,ITX엠투엠
A100030,KOSDAQ,모바일리더
A100090,KOSDAQ,삼강엠앤티
A100120,KOSDAQ,뷰웍스
A100130,KOSDAQ,동국S&C
A100590,KOSDAQ,머큐리
A100660,KOSDAQ,서암기계공업
A100700,KOSDAQ,세운메디칼
A101000,KOSDAQ,디엠씨
A101160,KOSDAQ,월덱스
A101170,KOSDAQ,우림기계
A101240,KOSDAQ,씨큐브
A101330,KOSDAQ,모베이스
A101390,KOSDAQ,아이엠
A101400,KOSDAQ,엔시트론
A101490,KOSDAQ,에스앤에스텍
A101670,KOSDAQ,코리아에스이
A101680,KOSDAQ,한국정밀기계
A101730,KOSDAQ,조이맥스
A101930,KOSDAQ,인화정공
A102120,KOSDAQ,어보브반도체
A102210,KOSDAQ,해덕파워웨이
A102710,KOSDAQ,이엔에프테크놀로지
A102940,KOSDAQ,코오롱생명과학
A103230,KOSDAQ,에스앤더블류
A104040,KOSDAQ,대성파인텍
A104200,KOSDAQ,NHN벅스
A104460,KOSDAQ,동양피엔에프
A104480,KOSDAQ,티케이케미칼
A104540,KOSDAQ,코렌텍
A104830,KOSDAQ,원익머트리얼즈
A105330,KOSDAQ,케이엔더블유
A105550,KOSDAQ,트루윈
A105740,KOSDAQ,디케이락
A106080,KOSDAQ,지투하이소닉
A106190,KOSDAQ,하이텍팜
A106240,KOSDAQ,파인테크닉스
A106520,KOSDAQ,디지탈옵틱
A108230,KOSDAQ,톱텍
A108320,KOSDAQ,실리콘웍스
A108380,KOSDAQ,대양전기공업
A108490,KOSDAQ,로보티즈
A108790,KOSDAQ,인터파크
A108860,KOSDAQ,셀바스AI
A109080,KOSDAQ,옵티시스
A109610,KOSDAQ,에스와이패널
A109740,KOSDAQ,디에스케이
A109820,KOSDAQ,진매트릭스
A109860,KOSDAQ,동일금속
A109960,KOSDAQ,에이프로젠 H&G
A110020,KOSDAQ,전진바이오팜
A110790,KOSDAQ,크리스에프앤씨
A110990,KOSDAQ,디아이티
A111710,KOSDAQ,남화산업
A111820,KOSDAQ,지와이커머스
A111870,KOSDAQ,삼본정밀전자
A112040,KOSDAQ,위메이드
A112240,KOSDAQ,에스에프씨
A113810,KOSDAQ,디젠스
A114120,KOSDAQ,크루셜텍
A114190,KOSDAQ,웰크론강원
A114450,KOSDAQ,KPX생명과학
A114570,KOSDAQ,지스마트글로벌
A114630,KOSDAQ,우노앤컴퍼니
A114810,KOSDAQ,아이원스
A115160,KOSDAQ,휴맥스
A115180,KOSDAQ,큐리언트
A115310,KOSDAQ,인포바인
A115440,KOSDAQ,우리넷
A115450,KOSDAQ,지트리비앤티
A115480,KOSDAQ,씨유메디칼
A115500,KOSDAQ,케이씨에스
A115530,KOSDAQ,씨엔플러스
A115570,KOSDAQ,스타플렉스
A115610,KOSDAQ,이미지스
A115960,KOSDAQ,연우
A117670,KOSDAQ,알파홀딩스
A117730,KOSDAQ,티로보틱스
A118990,KOSDAQ,모트렉스
A119500,KOSDAQ,포메탈
A119610,KOSDAQ,인터로조
A119830,KOSDAQ,아이텍반도체
A119850,KOSDAQ,지엔씨에너지
A119860,KOSDAQ,다나와
A120240,KOSDAQ,대정화금
A121440,KOSDAQ,골프존뉴딘홀딩스
A121600,KOSDAQ,나노신소재
A121800,KOSDAQ,비덴트
A121850,KOSDAQ,코이즈
A121890,KOSDAQ,에스디시스템
A122310,KOSDAQ,제노레이
A122350,KOSDAQ,삼기오토모티브
A122450,KOSDAQ,KMH
A122640,KOSDAQ,예스티
A122690,KOSDAQ,서진오토모티브
A122800,KOSDAQ,썬텍
A122870,KOSDAQ,와이지엔터테인먼트
A122990,KOSDAQ,와이솔
A123010,KOSDAQ,옵토팩
A123040,KOSDAQ,엠에스오토텍
A123100,KOSDAQ,원익테라세미콘
A123260,KOSDAQ,STC
A123330,KOSDAQ,제닉
A123410,KOSDAQ,코리아에프티
A123420,KOSDAQ,선데이토즈
A123570,KOSDAQ,이엠넷
A123750,KOSDAQ,알톤스포츠
A123840,KOSDAQ,한일진공
A123860,KOSDAQ,아나패스
A124500,KOSDAQ,아이티센
A126600,KOSDAQ,코프라
A126640,KOSDAQ,화신정공
A126700,KOSDAQ,하이비젼시스템
A126870,KOSDAQ,뉴로스
A126880,KOSDAQ,제이엔케이히터
A127120,KOSDAQ,디엔에이링크
A127160,KOSDAQ,매직마이크로
A127710,KOSDAQ,아시아경제
A128540,KOSDAQ,에코캡
A128660,KOSDAQ,피제이메탈
A130500,KOSDAQ,GH신소재
A130580,KOSDAQ,나이스디앤비
A130740,KOSDAQ,티피씨글로벌
A131030,KOSDAQ,디에이치피코리아
A131090,KOSDAQ,시큐브
A131100,KOSDAQ,리켐
A131180,KOSDAQ,딜리
A131220,KOSDAQ,대한과학
A131290,KOSDAQ,티에스이
A131370,KOSDAQ,알서포트
A131390,KOSDAQ,피앤이솔루션
A131400,KOSDAQ,액트
A131760,KOSDAQ,파인텍
A131970,KOSDAQ,테스나
A133750,KOSDAQ,메가엠디
A134060,KOSDAQ,이퓨쳐
A134580,KOSDAQ,디엠티
A134780,KOSDAQ,화진
A136480,KOSDAQ,하림
A136510,KOSDAQ,쎄미시스코
A136540,KOSDAQ,윈스
A137400,KOSDAQ,피엔티
A137940,KOSDAQ,넥스트아이
A137950,KOSDAQ,제이씨케미칼
A138070,KOSDAQ,신진에스엠
A138080,KOSDAQ,오이솔루션
A138360,KOSDAQ,에이씨티
A138580,KOSDAQ,비즈니스온
A138610,KOSDAQ,나이벡
A138690,KOSDAQ,엘아이에스
A139050,KOSDAQ,데일리블록체인
A139670,KOSDAQ,넥스트리밍
A140070,KOSDAQ,서플러스글로벌
A140410,KOSDAQ,메지온
A140520,KOSDAQ,대창스틸
A140670,KOSDAQ,알에스오토메이션
A140860,KOSDAQ,파크시스템스
A141000,KOSDAQ,비아트론
A141020,KOSDAQ,포티스
A141070,KOSDAQ,맥스로텍
A141080,KOSDAQ,레고켐바이오
A142210,KOSDAQ,유니트론텍
A142280,KOSDAQ,녹십자엠에스
A142760,KOSDAQ,바이오리더스
A143160,KOSDAQ,아이디스
A143240,KOSDAQ,사람인에이치알
A143540,KOSDAQ,영우디에스피
A144510,KOSDAQ,녹십자랩셀
A144960,KOSDAQ,뉴파워프라즈마
A145020,KOSDAQ,휴젤
A147760,KOSDAQ,마이크로프랜드
A147830,KOSDAQ,제룡산업
A148140,KOSDAQ,비디아이
A148250,KOSDAQ,알엔투테크놀로지
A149940,KOSDAQ,모다
A149950,KOSDAQ,아바텍
A149980,KOSDAQ,하이로닉
A150840,KOSDAQ,인트로메딕
A150900,KOSDAQ,파수닷컴
A151860,KOSDAQ,KG ETS
A151910,KOSDAQ,나노스
A153460,KOSDAQ,네이블
A153490,KOSDAQ,우리이앤엘
A153710,KOSDAQ,옵티팜
A154030,KOSDAQ,아시아종묘
A154040,KOSDAQ,솔루에타
A155650,KOSDAQ,와이엠씨
A156100,KOSDAQ,엘앤케이바이오
A158310,KOSDAQ,인터불스
A159580,KOSDAQ,제로투세븐
A159910,KOSDAQ,스킨앤스킨
A160550,KOSDAQ,NEW
A160600,KOSDAQ,에스엔텍
A160980,KOSDAQ,싸이맥스
A161570,KOSDAQ,THE MIDONG
A161580,KOSDAQ,필옵틱스
A166090,KOSDAQ,하나머티리얼즈
A166480,KOSDAQ,코아스템
A168330,KOSDAQ,내츄럴엔도텍
A170030,KOSDAQ,현대공업
A170790,KOSDAQ,파이오링크
A170920,KOSDAQ,엘티씨
A171010,KOSDAQ,램테크놀러지
A171090,KOSDAQ,선익시스템
A171120,KOSDAQ,라이온켐텍
A173130,KOSDAQ,오파스넷
A173940,KOSDAQ,에프엔씨엔터
A174880,KOSDAQ,장원테크
A174900,KOSDAQ,앱클론
A175140,KOSDAQ,인포마크
A175250,KOSDAQ,아이큐어
A176440,KOSDAQ,에이치엔티
A177350,KOSDAQ,베셀
A177830,KOSDAQ,파버나인
A178320,KOSDAQ,서진시스템
A178780,KOSDAQ,유테크
A178920,KOSDAQ,SKC코오롱PI
A179290,KOSDAQ,엠아이텍
A179900,KOSDAQ,유티아이
A180400,KOSDAQ,캔서롭
A181340,KOSDAQ,이즈미디어
A182360,KOSDAQ,큐브엔터
A182400,KOSDAQ,에이티젠
A182690,KOSDAQ,테라셈
A183300,KOSDAQ,코미코
A183490,KOSDAQ,엔지켐생명과학
A184230,KOSDAQ,SGA솔루션즈
A185490,KOSDAQ,아이진
A187220,KOSDAQ,디티앤씨
A187270,KOSDAQ,신화콘텍
A187420,KOSDAQ,제노포커스
A187790,KOSDAQ,나노
A187870,KOSDAQ,디바이스이엔지
A189300,KOSDAQ,인텔리안테크
A189690,KOSDAQ,포시에스
A189860,KOSDAQ,서전기전
A189980,KOSDAQ,흥국에프엔비
A190510,KOSDAQ,나무가
A191410,KOSDAQ,육일씨엔에쓰
A191420,KOSDAQ,테고사이언스
A192080,KOSDAQ,더블유게임즈
A192250,KOSDAQ,케이사인
A192390,KOSDAQ,윈하이텍
A192410,KOSDAQ,감마누
A192440,KOSDAQ,슈피겐코리아
A193250,KOSDAQ,와이제이엠게임즈
A194480,KOSDAQ,데브시스터즈
A194510,KOSDAQ,파티게임즈
A194700,KOSDAQ,노바렉스
A195440,KOSDAQ,퓨전데이타
A195990,KOSDAQ,유지인트
A196170,KOSDAQ,알테오젠
A196300,KOSDAQ,애니젠
A196450,KOSDAQ,텔루스
A196490,KOSDAQ,디에이테크놀로지
A196700,KOSDAQ,웹스
A197140,KOSDAQ,디지캡
A197210,KOSDAQ,리드
A198440,KOSDAQ,고려시멘트
A200130,KOSDAQ,콜마비앤에이치
A200230,KOSDAQ,텔콘RF제약
A200470,KOSDAQ,하이셈
A200670,KOSDAQ,휴메딕스
A200710,KOSDAQ,에이디테크놀로지
A200780,KOSDAQ,비씨월드제약
A201490,KOSDAQ,미투온
A203450,KOSDAQ,유니온커뮤니티
A203650,KOSDAQ,드림시큐리티
A203690,KOSDAQ,프로스테믹스
A204020,KOSDAQ,엠코르셋
A204620,KOSDAQ,글로벌텍스프리
A204630,KOSDAQ,화이브라더스코리아
A204840,KOSDAQ,지엘팜텍
A204990,KOSDAQ,현성바이탈
A205100,KOSDAQ,엑셈
A205470,KOSDAQ,휴마시스
A205500,KOSDAQ,액션스퀘어
A206400,KOSDAQ,엔터메이트
A206560,KOSDAQ,덱스터
A206640,KOSDAQ,바디텍메드
A206650,KOSDAQ,유바이오로직스
A207760,KOSDAQ,미스터블루
A208140,KOSDAQ,정다운
A208340,KOSDAQ,파멥신
A208350,KOSDAQ,지란지교시큐리티
A208370,KOSDAQ,셀바스헬스케어
A208640,KOSDAQ,썸에이지
A208710,KOSDAQ,바이오로그디바이스
A208860,KOSDAQ,엔지스테크널러지
A211270,KOSDAQ,AP위성
A212560,KOSDAQ,네오오토
A213090,KOSDAQ,미래테크놀로지
A213420,KOSDAQ,덕산네오룩스
A214150,KOSDAQ,클래시스
A214180,KOSDAQ,민앤지
A214270,KOSDAQ,퓨쳐스트림네트웍스
A214310,KOSDAQ,세미콘라이트
A214370,KOSDAQ,케어젠
A214430,KOSDAQ,아이쓰리시스템
A214450,KOSDAQ,파마리서치프로덕트
A214680,KOSDAQ,디알텍
A214870,KOSDAQ,에치디프로
A215000,KOSDAQ,골프존
A215090,KOSDAQ,한컴유니맥스
A215100,KOSDAQ,로보로보
A215200,KOSDAQ,메가스터디교육
A215360,KOSDAQ,우리산업
A215380,KOSDAQ,우정바이오
A215480,KOSDAQ,토박스코리아
A215600,KOSDAQ,신라젠
A215790,KOSDAQ,이노인스트루먼트
A216050,KOSDAQ,인크로스
A217190,KOSDAQ,제너셈
A217270,KOSDAQ,넵튠
A217330,KOSDAQ,싸이토젠
A217480,KOSDAQ,에스디생명공학
A217500,KOSDAQ,러셀
A217600,KOSDAQ,켐온
A217620,KOSDAQ,디딤
A217730,KOSDAQ,강스템바이오텍
A217820,KOSDAQ,엔에스
A218150,KOSDAQ,미래생명자원
A218410,KOSDAQ,RFHIC
A219130,KOSDAQ,타이거일렉
A219420,KOSDAQ,링크제니시스
A219550,KOSDAQ,MP한강
A219750,KOSDAQ,지티지웰니스
A220100,KOSDAQ,퓨쳐켐
A220180,KOSDAQ,핸디소프트
A220260,KOSDAQ,켐트로스
A220630,KOSDAQ,해마로푸드서비스
A221610,KOSDAQ,한솔씨앤피
A221840,KOSDAQ,하이즈항공
A221980,KOSDAQ,케이디켐
A222040,KOSDAQ,뉴트리바이오텍
A222080,KOSDAQ,씨아이에스
A222110,KOSDAQ,팬젠
A222420,KOSDAQ,쎄노텍
A222800,KOSDAQ,심텍
A222810,KOSDAQ,한류에이아이센터
A222980,KOSDAQ,한국맥널티
A223310,KOSDAQ,이에스브이
A224060,KOSDAQ,코디엠
A224110,KOSDAQ,에이텍티앤
A225190,KOSDAQ,삼양옵틱스
A225330,KOSDAQ,씨엠에스에듀
A225430,KOSDAQ,케이엠제약
A225530,KOSDAQ,보광산업
A225570,KOSDAQ,넷게임즈
A225590,KOSDAQ,패션플랫폼
A225650,KOSDAQ,쿠첸
A226340,KOSDAQ,본느
A226350,KOSDAQ,아이엠텍
A226360,KOSDAQ,이엑스티
A226400,KOSDAQ,오스테오닉
A226440,KOSDAQ,한송네오텍
A226950,KOSDAQ,올릭스
A227100,KOSDAQ,디자인
A227610,KOSDAQ,아우딘퓨쳐스
A227950,KOSDAQ,마이크로텍
A228340,KOSDAQ,동양파일
A228850,KOSDAQ,레이언스
A230240,KOSDAQ,에치에프알
A230360,KOSDAQ,에코마케팅
A230980,KOSDAQ,솔트웍스
A232140,KOSDAQ,와이아이케이
A234100,KOSDAQ,세원
A234300,KOSDAQ,에스트래픽
A234920,KOSDAQ,자이글
A236200,KOSDAQ,슈프리마
A237690,KOSDAQ,에스티팜
A237750,KOSDAQ,피앤씨테크
A237880,KOSDAQ,클리오
A238090,KOSDAQ,앤디포스
A238120,KOSDAQ,로고스바이오
A238200,KOSDAQ,비피도
A238490,KOSDAQ,힘스
A239610,KOSDAQ,에이치엘사이언스
A240810,KOSDAQ,원익IPS
A241520,KOSDAQ,DSC인베스트먼트
A241690,KOSDAQ,유니테크노
A241710,KOSDAQ,코스메카코리아
A241770,KOSDAQ,메카로
A241790,KOSDAQ,오션브릿지
A241820,KOSDAQ,피씨엘
A242040,KOSDAQ,나무기술
A243070,KOSDAQ,휴온스
A243840,KOSDAQ,신흥에스이씨
A245620,KOSDAQ,EDGC
A246690,KOSDAQ,티에스인베스트먼트
A246710,KOSDAQ,티앤알바이오팹
A246720,KOSDAQ,아스타
A250000,KOSDAQ,보라티알
A250060,KOSDAQ,모비스
A251370,KOSDAQ,와이엠티
A251630,KOSDAQ,브이원텍
A252500,KOSDAQ,세화피앤씨
A253450,KOSDAQ,스튜디오드래곤
A255220,KOSDAQ,SG
A255440,KOSDAQ,야스
A256940,KOSDAQ,케이피에스
A257370,KOSDAQ,명성티엔에스
A258610,KOSDAQ,이더블유케이
A258830,KOSDAQ,세종메디칼
A259630,KOSDAQ,엠플러스
A260660,KOSDAQ,알리코제약
A260930,KOSDAQ,씨티케이코스메틱스
A263020,KOSDAQ,디케이앤디
A263050,KOSDAQ,유틸렉스
A263540,KOSDAQ,샘코
A263600,KOSDAQ,덕우전자
A263690,KOSDAQ,디알젬
A263700,KOSDAQ,케어랩스
A263720,KOSDAQ,디앤씨미디어
A263750,KOSDAQ,펄어비스
A263770,KOSDAQ,유에스티
A263800,KOSDAQ,데이타솔루션
A263810,KOSDAQ,상신전자
A263860,KOSDAQ,지니언스
A263920,KOSDAQ,에스엔피월드
A264450,KOSDAQ,유비쿼스
A264660,KOSDAQ,씨앤지하이테크
A265520,KOSDAQ,AP시스템
A265560,KOSDAQ,영화테크
A267790,KOSDAQ,배럴
A267980,KOSDAQ,매일유업
A268600,KOSDAQ,셀리버리
A269620,KOSDAQ,시스웍
A270870,KOSDAQ,뉴트리
A272290,KOSDAQ,이녹스첨단소재
A275630,KOSDAQ,에스에스알
A277070,KOSDAQ,린드먼아시아
A277410,KOSDAQ,인산가
A285490,KOSDAQ,노바텍
A288620,KOSDAQ,에스퓨얼셀
A289080,KOSDAQ,SV인베스트먼트
A290120,KOSDAQ,대유에이피
A290270,KOSDAQ,휴네시온
A290380,KOSDAQ,대유
A290550,KOSDAQ,디케이티
A290650,KOSDAQ,엘앤씨바이오
A290660,KOSDAQ,네오펙트
A290670,KOSDAQ,대보마그네틱
A290720,KOSDAQ,푸드나무
A290740,KOSDAQ,액트로
A293580,KOSDAQ,나우아이비캐피탈
A298380,KOSDAQ,에이비엘바이오
A299900,KOSDAQ,위지윅스튜디오
A299910,KOSDAQ,베스파
A302430,KOSDAQ,이노메트리
A900040,KOSDAQ,차이나그레이트
A900070,KOSDAQ,글로벌에스엠
A900080,KOSDAQ,에스앤씨엔진그룹
A900100,KOSDAQ,뉴프라이드
A900110,KOSDAQ,이스트아시아홀딩스
A900120,KOSDAQ,씨케이에이치
A900250,KOSDAQ,크리스탈신소재
A900260,KOSDAQ,로스웰
A900270,KOSDAQ,헝셩그룹
A900280,KOSDAQ,골든센츄리
A900290,KOSDAQ,GRT
A900300,KOSDAQ,오가닉티코스메틱
A900310,KOSDAQ,컬러레이
A900340,KOSDAQ,윙입푸드
A950110,KOSDAQ,SBI핀테크솔루션즈
A950130,KOSDAQ,엑세스바이오
A950140,KOSDAQ,잉글우드랩
A950160,KOSDAQ,Kolon TissueGene(Reg.S)
A950170,KOSDAQ,JTC
